au_ge,authors,bow,description,format,genre,id,img,isbn,key_words,num_ratings,page,ratings,titles
,R. Austin Freeman,raustinfreeman mystery shortstories fiction mystery crime classics europeanliterature britishliterature literature memorably characterized later major works include detective fiction introducing mysteries using logic early forensic sleuth armed new inn volume collects seven scientific detection aids thorndyke unravelled murders little green case full eye man many rogues fall message silent witness artistically written moabite cipher osiris red thumb mark highly memorable dr turn mystery freemans important novels jacob street th century richard austin freeman emerged world thorndykes puzzling stories including nailed shoes material evidence reckoned deep sea author,"At the turn of the 20th century, Richard Austin Freeman (1862-1943) emerged as an author to be reckoned with in the world of detective fiction, introducing the highly memorable scientific detective Dr. Thorndyke, an early forensic sleuth. Armed with his little green case full of scientific detection aids, Thorndyke unravelled murders and mysteries using logic and material evidence. This volume collects seven of Thorndyke's most puzzling stories, including ""The Man with the Nailed Shoes,"" ""The Moabite Cipher,"" ""A Message from the Deep Sea,"" and many more.  Freeman's important novels include: The Mystery of 31 New Inn (1911), The Eye of Osiris (1911), and A Silent Witness (1914), artistically written and memorably characterized. Later major works include The Red Thumb Mark, When Rogues Fall Out, and The Jacob Street Mystery.",paperback,"Mystery, Short Stories, Fiction, Mystery, Crime, Classics, European Literature, British Literature, Literature",354665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348213011l/354665.jpg,9781557424556.0,memorably characterized later major works include detective fiction introducing mysteries using logic early forensic sleuth armed new inn volume collects seven scientific detection aids thorndyke unravelled murders little green case full eye man many rogues fall message silent witness artistically written moabite cipher osiris red thumb mark highly memorable dr turn mystery freemans important novels jacob street th century richard austin freeman emerged world thorndykes puzzling stories including nailed shoes material evidence reckoned deep sea author,240 ratings,200.0,3.9,
,E. Nesbit,enesbit fantasy fiction classics childrens sciencefiction timetravel story arden house nesbit fans great favorite injustice poverty deformity magic romance suspense sacrifice point triumph elfrida travel back earlier periods magical mouldiwarp edred adversity comes assistance english history searching fateful twist sequel clues hardings luck time,"With the assistance of the magical Mouldiwarp, Edred and Elfrida travel back in time to earlier periods of English history, searching for clues. Harding's Luck is a sequel to The House of Arden, a great favorite of Nesbit fans; it's a story of injustice, poverty, deformity, magic, romance, suspense, sacrifice, and triumph over adversity that comes to its point with a fateful twist. . . .",paperback,"Fantasy, Fiction, Classics, Childrens, Science Fiction, Time Travel",176413,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348919997l/176413.jpg,9781598188783.0,story arden house nesbit fans great favorite injustice poverty deformity magic romance suspense sacrifice point triumph elfrida travel back earlier periods magical mouldiwarp edred adversity comes assistance english history searching fateful twist sequel clues hardings luck time,165 ratings,164.0,3.98,
,Inez Haynes Irwin,inezhaynesirwin childrens fiction historical classics historical historicalfiction childrens middlegrade youngadult see pale listless member maidas little shop lovable characters inez haynes irwin used national womens party maida father buys give charlestown massachusetts feminist writer small ordinary girl interest health tell anyone makes friends hope first time pseudonym gilmore lame gentle story richest men one life delightful heroine america requirement help restore sweet whose,"Maida's Little Shop is a gentle story with a delightful little girl heroine and lovable characters. Inez Haynes Irwin used the pseudonym Inez Haynes Gilmore. She was a feminist writer and was a member of the National Women's Party. Maida is a sweet little girl whose father is one of the richest men in America. She is pale, listless and lame. Her father buys her a small shop in Charlestown, Massachusetts in the hope that this will give her an interest and help restore her health. His only requirement is that she not tell anyone who she is or who her father is. Maida makes friends for the first time in her life who see her as an ordinary girl.",hardcover,"Childrens, Fiction, Historical, Classics, Historical, Historical Fiction, Childrens, Middle Grade, Young Adult",1624648,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347391913l/1624648.jpg,9781421970691.0,see pale listless member maidas little shop lovable characters inez haynes irwin used national womens party maida father buys give charlestown massachusetts feminist writer small ordinary girl interest health tell anyone makes friends hope first time pseudonym gilmore lame gentle story richest men one life delightful heroine america requirement help restore sweet whose,149 ratings,168.0,4.18,
,Charles William Eliot,charleswilliameliot classics literature reference nonfiction philosophy history anthologies collections honored collection encompasses general index containing upwards harvard classics five foot shelf years entries worlds greatest poetry drama history philosophy scripture language includes dr eliots readers guide full volume set brings together shaped thought works books known letters lives masters thoughts,"Harvard Classics: Five-Foot Shelf of Books Known as The Harvard Classics, this honored collection encompasses more than 2,000 years of the world's greatest poetry, drama, history, philosophy, scripture, and more. These are the books that have shaped our thoughts, our language...our very lives. The full 50-volume set brings together more than 1,850 works by over 300 masters of thought and letters, and includes Dr. Eliot's Reader's Guide and a General Index containing upwards of 18,000 entries.",,"Classics, Literature, Reference, Nonfiction, Philosophy, History, Anthologies, Collections",2689403,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423677095l/2689403.jpg,,honored collection encompasses general index containing upwards harvard classics five foot shelf years entries worlds greatest poetry drama history philosophy scripture language includes dr eliots readers guide full volume set brings together shaped thought works books known letters lives masters thoughts,49 ratings,22950.0,4.57,
,(Editor),(editor) philosophy nonfiction art history cultural italy art containing aesthetic great modern treatise history theory ae,"The great modern treatise on the theory of Art, containing both the Theory of Aesthetic and History of Ae",paperback,"Philosophy, Nonfiction, Art, History, Cultural, Italy",5520450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1226002617l/5520450.jpg,,art containing aesthetic great modern treatise history theory ae,60 ratings,503.0,3.92,
,Benedetto Croce,benedettocroce horror fantasy fiction gothic chilling early horror work set witches spells ghosts pacts middle ages consider devil occult rituals love triangles popes ultimate gothic marjorie bowen ingredients anti christ,"Witches, spells, ghosts, pacts with the Devil, occult rituals, love triangles, popes and the Anti-Christ are some of the ingredients of this chilling early horror work (set in the middle-ages) by Marjorie Bowen that some consider to be the ultimate Gothic",paperback,"Horror, Fantasy, Fiction, Gothic",1014997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347291274l/1014997.jpg,9781419110245.0,chilling early horror work set witches spells ghosts pacts middle ages consider devil occult rituals love triangles popes ultimate gothic marjorie bowen ingredients anti christ,77 ratings,372.0,4.03,
,Marjorie Bowen,marjoriebowen fiction feminism literature american classics literature race makes resourceful heroine diantha quickly expands business feminist works including newly complex understanding professionalized housekeeping story social thought cash value leaves middle class efforts assigning releasing forerunner rise protect commitment leisure women engagement means connections yellow wall paper young woman start introduction invisible work providing particularly significant recent scholarship domestic science available charlotte perkins gilman ’ moral uplift burden community working girl personal life benefits provides essential insight magazine herland girls novel tells hotly debated progressive era issues first complete – conventional chores proves illuminates maid service cooked food delivery restaurant housecleaning emerged enterprise edition depth published serially economic freedom rich contends j highlights fiancé includes important legacy well family aid servant question hotel bell home,"This edition of What Diantha Did makes newly available Charlotte Perkins Gilman’s first novel, complete with an in-depth introduction. First published serially in Gilman’s magazine The Forerunner in 1909–10, the novel tells the story of Diantha Bell, a young woman who leaves her home and her fiancé to start a housecleaning business. A resourceful heroine, Diantha quickly expands her business into an enterprise that includes a maid service, cooked food delivery service, restaurant, and hotel. By assigning a cash value to women’s “invisible” work, providing a means for the well-being and moral uplift of working girls, and releasing middle-class and leisure-class women from the burden of conventional domestic chores, Diantha proves to her family and community the benefits of professionalized housekeeping. In her introduction to the novel, Charlotte J. Rich highlights Gilman’s engagement with such hotly debated Progressive Era issues as the “servant question,” the rise of domestic science, and middle-class efforts to protect and aid the working girl. She illuminates the novel’s connections to Gilman’s other feminist works, including “The Yellow Wall-Paper” and Herland; to her personal life; and to her commitment to women’s social and economic freedom. Rich contends that the novel’s engagement with class and race makes it particularly significant to the newly complex understanding of Gilman that has emerged in recent scholarship. What Diantha Did provides essential insight into Charlotte Perkins Gilman’s important legacy of social thought.",paperback,"Fiction, Feminism, Literature, American, Classics, Literature",1573898,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390197480l/1573898.jpg,9780822335191.0,race makes resourceful heroine diantha quickly expands business feminist works including newly complex understanding professionalized housekeeping story social thought cash value leaves middle class efforts assigning releasing forerunner rise protect commitment leisure women engagement means connections yellow wall paper young woman start introduction invisible work providing particularly significant recent scholarship domestic science available charlotte perkins gilman ’ moral uplift burden community working girl personal life benefits provides essential insight magazine herland girls novel tells hotly debated progressive era issues first complete – conventional chores proves illuminates maid service cooked food delivery restaurant housecleaning emerged enterprise edition depth published serially economic freedom rich contends j highlights fiancé includes important legacy well family aid servant question hotel bell home,109 ratings,200.0,3.64,
,Charlotte Perkins Gilman,charlotteperkinsgilman adventure classics fantasy fiction novels lost race reincarnation print haggard – one part important sequence four books place alongside haggards hero whose exploits form another mummies first thrilling adventure novel preserved novels fantastic time yellow idol originally published certainly deserved excellent eric brighteyes reprinted features many elements rich fantasy laden icelandic saga immortal woman husbands featuring allan quatermain importance numerous characters remembered wildside press greatest writers chronicled right nada andrew lang zulus bring undeservingly back lily others however despite magic mask interesting stands african titles quatermains life fetish objects worlds desire written quaterman king solomons mines classics series odyssey,"If Haggard–one of the greatest adventure writers of all time–is remembered now, it is for his novels featuring Allan Quatermain, a hero whose exploits form the most important sequence of his books. Quatermain's life is chronicled in such novels as King Solomon's Mines, Allan Quaterman, She, and many others. However, despite the importance of the Quaterman books, many of Haggard's other novels are interesting in their own right. Nada the Lily is the first of four books about the Zulus, all of which are excellent. Eric Brighteyes is rich, fantasy-laden Icelandic saga. The World's Desire (written with Andrew Lang) is a fantasy about the characters in The Odyssey. And there are numerous other titles (many of them reprinted by Wildside Press as part of the Wildside Fantasy Classics series) which bring undeservingly lost Haggard books back into print. The Yellow Idol, originally published in 1908, is another of Haggard's African novels, and it features many elements of the fantastic, such as a magic mask and fetish objects, a lost race, reincarnation, and an immortal woman whose many husbands she has preserved as mummies! It certainly deserved a place alongside Haggards other African novels and more than stands its own as a thrilling adventure novel.",paperback,"Adventure, Classics, Fantasy, Fiction, Novels",2025003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177501l/2025003.jpg,9781587154355.0,lost race reincarnation print haggard – one part important sequence four books place alongside haggards hero whose exploits form another mummies first thrilling adventure novel preserved novels fantastic time yellow idol originally published certainly deserved excellent eric brighteyes reprinted features many elements rich fantasy laden icelandic saga immortal woman husbands featuring allan quatermain importance numerous characters remembered wildside press greatest writers chronicled right nada andrew lang zulus bring undeservingly back lily others however despite magic mask interesting stands african titles quatermains life fetish objects worlds desire written quaterman king solomons mines classics series odyssey,116 ratings,248.0,3.63,
,H. Rider Haggard,hriderhaggard childrens schoolstories childrens fiction adventure academic school nicest girl great scholar patty hirst gifted artist morton priory,"Patty Hirst was no great scholar, but she was the ""nicest girl"" at Morton Priory, and a gifted artist a",paperback,"Childrens, School Stories, Childrens, Fiction, Adventure, Academic, School",5981163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347275815l/5981163.jpg,9781409900214.0,nicest girl great scholar patty hirst gifted artist morton priory,131 ratings,188.0,3.67,
,Angela Brazil,angelabrazil classics adventure fiction novels historical historicalfiction see support culturally important part preserved reproduced made generally available public domain nations within blurred pages poor pictures errant marks etc scholars believe notations united states remains original copyright references library stamps possible therefore knowledge alive know civilization appreciate concur true base may freely copy work thank enough possibly libraries around artifact keeping preservation process reproduction corporate historical works contain missing relevant selected distribute entity individual world housed america body,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",paperback,"Classics, Adventure, Fiction, Novels, Historical, Historical Fiction",2985774,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347496056l/2985774.jpg,9781600961212.0,see support culturally important part preserved reproduced made generally available public domain nations within blurred pages poor pictures errant marks etc scholars believe notations united states remains original copyright references library stamps possible therefore knowledge alive know civilization appreciate concur true base may freely copy work thank enough possibly libraries around artifact keeping preservation process reproduction corporate historical works contain missing relevant selected distribute entity individual world housed america body,131 ratings,272.0,3.72,
,H. Rider Haggard,hriderhaggard fantasy horror literature classics audiobook book published print culturally important part blurred pages poor pictures errant marks etc appreciate understanding believe either enjoy work elected valuable back original artifact imperfections introduced continuing commitment hope preservation process reproduction bring may despite missing scanning occasional printed works worldwide,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",paperback,"Fantasy, Horror, Literature, Classics, Audiobook",2916227,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421010049l/2916227.jpg,9780548491058.0,book published print culturally important part blurred pages poor pictures errant marks etc appreciate understanding believe either enjoy work elected valuable back original artifact imperfections introduced continuing commitment hope preservation process reproduction bring may despite missing scanning occasional printed works worldwide,103 ratings,236.0,3.62,
,Algernon Blackwood,algernonblackwood historical historicalfiction adventure historical classics fiction middle aged swordsman save valerie de la vauvraye take conspirators converge accumulated wisdom heiress womens troubles trust martin marie rigobert garnache queen uncover hope promise jeopardy use place life wiles identity keep plots,"The life of an heiress is in jeopardy and her only hope is to place her trust in the wiles of a middle-aged swordsman with no use for ""women's troubles."" As the plots of the conspirators converge it will take all the wiles and accumulated wisdom of Martin Marie Rigobert de Garnache [to] uncover their identity, to save Valerie de La Vauvraye and keep his promise to his Queen.",paperback,"Historical, Historical Fiction, Adventure, Historical, Classics, Fiction",1774421,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348245106l/1774421.jpg,9781406804768.0,middle aged swordsman save valerie de la vauvraye take conspirators converge accumulated wisdom heiress womens troubles trust martin marie rigobert garnache queen uncover hope promise jeopardy use place life wiles identity keep plots,118 ratings,184.0,3.9,
,Rafael Sabatini,rafaelsabatini shortstories classics fiction classics classicliterature draftsman bank teller known gain international recognition story wrote critics yet took new york city often panned journalist prolific writing period started four million heart roads travelled living stories number different jobs sideline clever use short gentle grafter adored defining publishers next several years first destiny near pharmacist also began employment porters american writer william sydney porter wit wordplay characterization year week went credited trimmed lamp henry austin plot twists works include cabbages moved pen name twist endings world sunday magazine kings voice readers west literary art form,"O. Henry is the pen name of American writer William Sydney Porter (1862-1910). Porter's 400 short stories are known for their wit, wordplay, characterization and the clever use of twist endings. He travelled to Austin in 1884, where he took a number of different jobs over the next several years, first as pharmacist then as a draftsman, bank teller and journalist. He also began writing as a sideline to employment. Porter's most prolific writing period started in 1902, when he moved to New York City to be near his publishers. He wrote 381 short stories while living there. He wrote a story a week for over a year for the New York World Sunday Magazine. His wit, characterization and plot twists were adored by his readers, but often panned by the critics. Yet, he went on to gain international recognition and is credited with defining the short story as a literary art form. His works include: Cabbages and Kings (1904), The Four Million (1906), Heart of the West (1907), The Trimmed Lamp and Other Stories of the Four Million (1907), The Voice of the City: Further Stories of the Four Million (1908), The Gentle Grafter (1908) and Roads of Destiny (1909).",paperback,"Short Stories, Classics, Fiction, Classics, Classic Literature",6435452,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348172752l/6435452.jpg,9781406594324.0,draftsman bank teller known gain international recognition story wrote critics yet took new york city often panned journalist prolific writing period started four million heart roads travelled living stories number different jobs sideline clever use short gentle grafter adored defining publishers next several years first destiny near pharmacist also began employment porters american writer william sydney porter wit wordplay characterization year week went credited trimmed lamp henry austin plot twists works include cabbages moved pen name twist endings world sunday magazine kings voice readers west literary art form,74 ratings,188.0,3.99,
,O. Henry,ohenry fiction classics youngadult part greatest stories ever told aunt janes nieces lyman frank baum work word clouds series written reading time help readers writing assignments original text editions include st century features world literature provide popular culture since focus discussions start mood within deepen comprehension negative trends place interactions sentiment indexes identify positive deeper understanding character impact book date childrens state legislator three louise elizabeth teachers determine chapter complexity co occurrence graphs depict engage new well following visual enhancements foster uncles election runs frequency display publication use trajectory analytics presents classics patsy highlight important words sentence paragraph counts,"Trajectory presents classics of world literature with 21st century features! Our original-text editions include the following visual enhancements to foster a deeper understanding of the work: Word Clouds at the start of each chapter highlight important words. Word, sentence, paragraph counts, and reading time help readers and teachers determine chapter complexity. Co-occurrence graphs depict character-to-character interactions as well character to place interactions. Sentiment indexes identify positive and negative trends in mood within each chapter. Frequency graphs help display the impact this book has had on popular culture since its original date of publication. Use Trajectory analytics to deepen comprehension, to provide a focus for discussions and writing assignments, and to engage new readers with some of the greatest stories ever told. ""Aunt Jane's Nieces at Work"" by Lyman Frank Baum is part of the ""Aunt Jane's Nieces"" series. Written in 1909, this children's book is about three nieces Louise, Elizabeth and Patsy who work for their uncle's election as he runs for State Legislator.",hardcover,"Fiction, Classics, Young Adult",6362193,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1238103052l/6362193.jpg,,part greatest stories ever told aunt janes nieces lyman frank baum work word clouds series written reading time help readers writing assignments original text editions include st century features world literature provide popular culture since focus discussions start mood within deepen comprehension negative trends place interactions sentiment indexes identify positive deeper understanding character impact book date childrens state legislator three louise elizabeth teachers determine chapter complexity co occurrence graphs depict engage new well following visual enhancements foster uncles election runs frequency display publication use trajectory analytics presents classics patsy highlight important words sentence paragraph counts,70 ratings,298.0,3.79,
,Edith Van Dyne,edithvandyne holiday christmas fiction shortstories classics uses day arnold banner humor black servants still tarkington promotes kindness melodramatic folksy christmas story many authors much set milder style sympathize meant crippled child slights also romance tarkingtons writings early american culture tiny tim little like dickens even notice,"A melodramatic folksy Christmas story, a little like Dickens - with a Tiny Tim, but also with some romance. Tarkington's writings are very much set in his early 1900s American culture. We are meant to sympathize with the crippled child but not even notice the slights to the black servants. Still, Tarkington promotes kindness and uses a milder style of humor than many authors of his day. (Arnold Banner)",hardcover,"Holiday, Christmas, Fiction, Short Stories, Classics",6385003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1239106858l/6385003.jpg,,uses day arnold banner humor black servants still tarkington promotes kindness melodramatic folksy christmas story many authors much set milder style sympathize meant crippled child slights also romance tarkingtons writings early american culture tiny tim little like dickens even notice,75 ratings,99.0,3.96,
,L.M. Montgomery,lmmontgomery classics fiction youngadult historical historicalfiction childrens funny bone heart peppery new schoolteacher someone elses romance finds two orphans adventures touch teaching job grown people earned gray eyes shine like evening stars sixteen anne still red hair enters womanhood real test begins freckle faced orphan reputation wonders strange behaviour years since three rs handsome gilbert blythe green gables avonlea arrived scrapes temper almost meddles love complicated life getting learning character along,"At sixteen, Anne is grown up...almost. Her gray eyes shine like evening stars, but her red hair is still as peppery as her temper. In the years since she arrived at Green Gables as a freckle-faced orphan, she has earned the love of the people of Avonlea and a reputation for getting into scrapes. But when Anne begins her job as the new schoolteacher, the real test of her character begins. Along with teaching the three Rs, she is learning how complicated life can be when she meddles in someone else's romance, finds two new orphans at Green Gables, and wonders about the strange behaviour of the very handsome Gilbert Blythe. As Anne enters womanhood, her adventures touch the heart and the funny bone.",paperback,"Classics, Fiction, Young Adult, Historical, Historical Fiction, Childrens",77390,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305545757l/77390.jpg,9780553213140.0,funny bone heart peppery new schoolteacher someone elses romance finds two orphans adventures touch teaching job grown people earned gray eyes shine like evening stars sixteen anne still red hair enters womanhood real test begins freckle faced orphan reputation wonders strange behaviour years since three rs handsome gilbert blythe green gables avonlea arrived scrapes temper almost meddles love complicated life getting learning character along,"128,035 ratings",304.0,4.23,"Anne of Avonlea (Anne of Green Gables, #2)"
,Edith Wharton,edithwharton classics fiction literature academic school tragic destinies part surface ethan frome works sentient obsessed ill starred trio towards seemed american fictions finest intense narratives edith wharton moves represent fast bound household difficult suspicious hired girl finds unproductive farm happiness comes mute melancholy landscape zeenas vivacious cousin enters warm incarnation one frozen woe struggles hypochondriac wife zeena possibilities maintain bearable existence,"'He seemed a part of the mute melancholy landscape, an incarnation of its frozen woe, with all that was warm and sentient in him fast bound below the surface'  Ethan Frome works his unproductive farm and struggles to maintain a bearable existence with his difficult, suspicious and hypochondriac wife, Zeena. But when Zeena's vivacious cousin enters their household as a 'hired girl', Ethan finds himself obsessed with her and with the possibilities for happiness she comes to represent. In one of American fiction's finest and most intense narratives, Edith Wharton moves this ill- starred trio towards their tragic destinies.",paperback,"Classics, Fiction, Literature, Academic, School",5246,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389822254l/5246.jpg,9780142437803.0,tragic destinies part surface ethan frome works sentient obsessed ill starred trio towards seemed american fictions finest intense narratives edith wharton moves represent fast bound household difficult suspicious hired girl finds unproductive farm happiness comes mute melancholy landscape zeenas vivacious cousin enters warm incarnation one frozen woe struggles hypochondriac wife zeena possibilities maintain bearable existence,"101,461 ratings",189.0,3.39,Ethan Frome
,Anonymous,anonymous classics fiction fantasy shortstories full powerful sorcerers jinns imprisoned fabulous world intimate record one nights everyday life five lovers medieval islam popular become among anchored recounted execution enchanted lamp western literature shahrazad tale aladdin enchanting princesses sir francis burton social criticism vengeful king shahriyar told imaginative extravagance realism providing eastern epic adventures hunchback tales bottles delay despite stories depict farcical young woman thousand,"The tales of told by Shahrazad over a thousand and one nights to delay her execution by the vengeful King Shahriyar have become among the most popular in both Eastern and Western literature, as recounted by Sir Francis Burton. From the epic adventures of ""Aladdin and the Enchanted Lamp"" to the farcical ""Young Woman and her Five Lovers"" and the social criticism of ""The Tale of the Hunchback"", the stories depict a fabulous world of all-powerful sorcerers, jinns imprisoned in bottles and enchanting princesses. But despite their imaginative extravagance, the Tales are anchored to everyday life by their realism, providing a full and intimate record of medieval Islam.'",paperback,"Classics, Fiction, Fantasy, Short Stories",93101,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212809l/93101.jpg,9780812972146.0,full powerful sorcerers jinns imprisoned fabulous world intimate record one nights everyday life five lovers medieval islam popular become among anchored recounted execution enchanted lamp western literature shahrazad tale aladdin enchanting princesses sir francis burton social criticism vengeful king shahriyar told imaginative extravagance realism providing eastern epic adventures hunchback tales bottles delay despite stories depict farcical young woman thousand,"71,041 ratings",1049.0,4.05,The Arabian Nights
,Jack London,jacklondon classics fiction literature american semiautobiographical martin eden story success intended original character jack london ever created set admirers isbn attack san francisco conflict powerful self londons mental depressions parallels pursues obsessively impoverished seaman depiction literary fame dissatisfied vital criticism ambitious protagonist andrew sinclairs wide ranging introduction discusses conferred divergences creator focusing affected individualism classic status education socialism support ambition however much life alternate cover edition aggressively dreams sinclair also explores rewards,"Alternate cover edition of ISBN 9780140187724  The semiautobiographical Martin Eden is the most vital and original character Jack London ever created. Set in San Francisco, this is the story of Martin Eden, an impoverished seaman who pursues, obsessively and aggressively, dreams of education and literary fame. London, dissatisfied with the rewards of his own success, intended Martin Eden as an attack on individualism and a criticism of ambition; however, much of its status as a classic has been conferred by admirers of its ambitious protagonist.  Andrew Sinclair's wide-ranging introduction discusses the conflict between London's support of socialism and his powerful self-will. Sinclair also explores the parallels and divergences between the life of Martin Eden and that of his creator, focusing on London's mental depressions and how they affected his depiction of Eden.",paperback,"Classics, Fiction, Literature, American",929782,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554572901l/929782.jpg,,semiautobiographical martin eden story success intended original character jack london ever created set admirers isbn attack san francisco conflict powerful self londons mental depressions parallels pursues obsessively impoverished seaman depiction literary fame dissatisfied vital criticism ambitious protagonist andrew sinclairs wide ranging introduction discusses conferred divergences creator focusing affected individualism classic status education socialism support ambition however much life alternate cover edition aggressively dreams sinclair also explores rewards,"21,904 ratings",480.0,4.43,Martin Eden
,Gene Stratton-Porter,genestratton-porter classics fiction youngadult historical historicalfiction childrens exactly environmentalist tract mother deforested leaving behind devastated habitats early th century harassed richness easily economic forces push landowners romance synopsis school make novel swampland long wetland mostly destroyed ’ peers elnora comstock finds solace northern indiana land agricultural plain naturalist friendship independence sell swamp makes strip nature collecting local moth specimens set amid indianas vast limberlost book books like smart ambitious girl pays treasured childrens classic mixes astute observations lucrative farming state much oil production gene stratton porter drainage logging dwindling case nonetheless natural beauty along huffington post cornfields soy fields alfalfa ― novelist captured showing celebrates away naturalists lives struggles fading seen growing scorned,"Set amid Indiana's vast Limberlost Swamp, this treasured children's classic mixes astute observations on nature with the struggles of growing up in the early 20th century. Harassed by her mother and scorned by her peers, Elnora Comstock finds solace in natural beauty along with friendship, independence, and romance.  --  Synopsis from Huffington Post: Cornfields, soy fields, alfalfa fields ― Indiana has long been seen as an agricultural plain. But to make it a lucrative farming state, much of the land had to be deforested, leaving behind devastated habitats. The Limberlost, a wetland in northern Indiana, was mostly destroyed by drainage, logging and oil production. Gene Stratton-Porter, an early 20th-century naturalist and novelist, captured the fading beauty of the swamp in books like A Girl of the Limberlost, a novel about a smart, ambitious girl who lives in the dwindling wetland with her mother and pays for school by collecting local moth specimens to sell to naturalists. The book isn’t exactly an environmentalist tract, but it makes the case nonetheless: It celebrates the beauty and richness of the swampland, while showing how easily economic forces push landowners to strip it away.",paperback,"Classics, Fiction, Young Adult, Historical, Historical Fiction, Childrens",17567,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749079l/17567.jpg,9781576469118.0,exactly environmentalist tract mother deforested leaving behind devastated habitats early th century harassed richness easily economic forces push landowners romance synopsis school make novel swampland long wetland mostly destroyed ’ peers elnora comstock finds solace northern indiana land agricultural plain naturalist friendship independence sell swamp makes strip nature collecting local moth specimens set amid indianas vast limberlost book books like smart ambitious girl pays treasured childrens classic mixes astute observations lucrative farming state much oil production gene stratton porter drainage logging dwindling case nonetheless natural beauty along huffington post cornfields soy fields alfalfa ― novelist captured showing celebrates away naturalists lives struggles fading seen growing scorned,"18,003 ratings",222.0,4.15,"A Girl of the Limberlost (Limberlost, #2)"
